真实标签,预测概率
0,2.0942106
0,3.4573176
0,2.6728277
0,3.7100682
0,2.2459366
0,2.3490388
0,2.2966774
0,2.6081367
0,2.1152596
0,3.7486496
0,1.6747905
0,2.7619696
0,1.8221042
0,1.9768488
0,1.6778069
0,2.337684
0,3.0593667
0,3.2817206
0,2.65406
0,1.6747905
0,3.2026596
0,3.017037
0,2.6412597
0,2.3544228
1,2.8924353
1,2.0885203
0,2.6414886
1,2.612487
1,2.3550205
0,1.6747905
1,2.5986547
1,1.9541527
1,2.4800868
0,2.6005332
1,2.989893
1,3.2758274
1,2.4248915
0,2.0130076
1,1.6747905
1,2.8744292
0,2.365467
0,1.6747905
0,1.9213384
0,2.9775622
1,3.0578456
1,1.6747905
0,2.6490908
1,2.9110613
1,2.585133
0,2.3550205
1,1.9137133
1,3.1220386
1,2.5844178
1,2.034395
0,3.0680592
0,3.6439543
0,2.174916
1,1.9414452
1,1.6747905
1,1.6747905
1,2.3096642
0,1.9857123
0,2.7602286
0,2.1981227
1,2.2135437
0,1.7083151
1,3.3010254
1,2.9337678
1,4.093501
1,1.8629191
0,2.0385368
1,1.9641954
1,2.1406324
1,1.9078951
0,2.1095176
0,2.0802405
1,2.0736437
1,2.9526346
0,2.2512913
1,2.1004338
1,2.4426513
0,1.9280698
0,1.6747905
1,1.9532163
1,2.9385345
1,2.1961875
0,2.0791724
1,2.492714
1,2.5851212
1,3.0263703
0,1.6747905
0,1.6747905
1,1.9388124
1,2.4275064
1,3.0823107
1,2.3096642
0,1.6747905
0,1.6747905
0,2.1537435
1,2.8714385
1,3.0021315
1,2.8859832
1,2.805499
1,2.9287117
1,1.9407508
0,2.2973347
1,2.6719422
0,2.2102554
0,2.5320406
0,2.2973347
0,2.7291613
0,1.6747905
1,2.3217237
0,2.9152203
0,2.2768102
1,1.7987577
1,3.3737388
0,2.6680474
1,1.891053
0,2.6155353
0,2.786624
0,1.932462
1,2.31392
1,2.4969735
1,2.8124175
0,2.3762429
1,3.1278377
1,1.8761048
1,3.4558458
1,2.774701
1,2.5882745
1,2.3548722
1,2.904283
0,2.3580055
1,2.3096642
1,1.8105112
1,2.0326293
1,2.2973347
1,2.3096642
1,1.6747905
1,2.3832395
0,1.6747905
1,2.3260884
1,2.1750565
0,2.3822997
0,2.5974107
0,3.681901
1,3.7648294
1,2.1295218
0,2.5528407
0,1.8950473
1,2.7502124
0,2.7587843
1,2.820441
1,2.1355176
0,2.5458815
0,1.6747905
0,2.2934396
0,2.0110736
0,2.18245
0,1.6747905
1,2.5925229
0,2.2557073
0,2.771848
0,2.229533
1,2.7343984
0,2.3227162
0,1.6747905
1,3.4937158
1,2.1294231
0,1.6747905
0,1.9622937
0,2.743412
1,3.3011746
1,3.3198154
1,2.151826
1,3.6536436
0,2.6377661
0,2.2422116
1,2.210287
0,1.6747905
0,2.1823077
1,3.0133257
1,2.4082146
1,2.3951163
0,2.6041012
1,2.7292407
1,3.05015
1,2.1420913
0,3.0593667
0,2.7869668
0,2.9125466
1,2.943431
1,4.1985636
0,2.4439297
1,2.7745943
0,3.1385875
1,3.6972022
1,3.3879988
0,2.3381867
1,2.7725482
0,2.2010365
1,2.8605561
1,2.1111472
1,2.298912
1,3.370099
0,2.263033
1,2.5447302
1,2.1812878
0,2.6551456
0,2.7440927
1,2.324478
0,2.2930112
0,3.3784559
0,2.7103798
0,1.8767956
1,3.4365554
1,2.8205867
1,2.5274742
0,2.195493
0,2.5179288
1,2.335844
1,3.2428033
1,2.8248432
1,2.6184254
1,2.0898623
1,3.618482
1,1.6747905
1,2.1430707
0,2.35181
0,1.6747905
0,1.9208578
0,1.6747905
1,3.2923365
0,2.1524386
0,2.6700475
0,2.3841221
0,1.6747905
0,3.0838447
1,1.6747905
0,2.569721
1,3.1043591
0,2.062535
0,1.6747905
0,2.5370443
0,2.1239932
0,1.9400057
0,1.6747905
0,2.6125882
1,2.5686927
0,1.8824812
1,2.4940972
1,3.541953
1,2.5217633
1,2.1852143
0,2.581893
0,2.977565
0,1.6747905
0,2.004228
0,1.6747905
0,2.200298
1,3.531354
1,2.2888331
0,1.6747905
1,3.596787
0,1.6747905
0,2.9179218
1,2.4606733
1,2.567987
1,2.1452985
0,1.6747905
0,1.6747905
1,3.1045654
0,1.9277453
0,2.7116497
1,2.1091688
0,2.7208462
0,3.928493
0,1.9310217
1,2.2514336
1,2.3791366
0,3.5401523
1,3.1422095
1,2.309654
1,1.9166272
1,2.5372698
0,1.6747905
0,2.1339362
1,3.4360862
1,2.4871316
1,2.1080081
1,3.4212575
1,2.9434814
1,2.0580053
0,3.7247577
0,2.933976
0,2.3446445
0,3.6619298
1,2.5763693
1,2.9818888
0,2.0056274
0,2.1919625
1,2.3206134
1,1.9171989
0,2.2175467
1,3.1351707
0,2.2797723
0,2.548275
1,2.7014127
1,2.3096642
1,2.2609406
0,2.3987794
1,2.892437
1,1.8964748
1,2.8317611
0,2.0150204
1,2.977565
1,2.931198
0,2.6259696
0,2.2512066
1,2.5755866
0,1.9106714
0,2.3580055
1,1.9796468
0,2.8604631
1,3.392537
1,2.4125452
1,1.9876571
0,1.6747905
0,2.4371996
1,3.038289
0,2.4520438
0,3.6659417
0,2.764319
1,2.7468162
0,3.3850257
1,3.4402487
1,2.3393242
1,2.0786488
1,1.6747905
1,2.492742
1,2.3096642
1,2.2973347
0,1.8912933
0,2.3517363
1,2.6459508
1,2.986158
0,2.1625881
0,2.5463023
1,1.9203392
1,2.2973347
0,1.6747905
0,2.2484353
1,1.6747905
0,2.0643792
0,1.9483064
0,1.6747905
0,2.7742314
1,2.7420025
1,1.6747905
0,2.14809
0,3.6620116
0,2.3550205
1,4.130312
0,2.6987047
0,2.316298
1,2.6122527
0,2.550099
1,2.0813708
0,1.8085251
0,2.9959204
0,2.282676
1,2.2603233
1,1.9959109
0,2.0619168
1,2.1720934
0,2.2185204
0,3.3209171
0,1.999406
1,2.6872997
0,2.0226302
1,2.7268105
1,1.6747905
0,2.8889232
1,2.9049993
0,4.001461
0,1.8718035
0,2.8080924
1,2.35502
0,2.280461
0,1.8460734
0,2.3550205
0,3.0361109
0,2.288169
0,2.275047
1,1.8772001
1,2.5895233
1,1.6747905
1,2.8177118
0,2.6252475
0,2.4834385
1,3.853359
0,1.9191066
0,1.6747905
1,2.5273252
1,3.504711
0,2.1968567
0,2.0016012
1,2.1459224
0,2.221578
1,2.262412
1,3.548483
0,1.7649531
1,2.6286905
0,2.8116107
0,3.2717423
0,2.1434565
0,2.3550205
0,2.365504
0,1.6747905
1,2.5333462
1,2.7184117
0,3.2552836
1,1.6747905
1,3.8384743
0,2.5553699
1,2.5697284
1,2.7595298
0,1.6747905
0,1.9517933
1,2.7504845
1,2.6189008
0,3.0382333
1,2.864143
0,2.3550205
1,2.8547518
0,1.8957064
0,2.2656887
0,2.5930464
1,1.9649836
0,1.8724908
1,2.6673799
1,3.4991994
1,2.1531458
0,2.166648
0,2.017629
1,2.3012493
0,2.5580072
1,2.9981453
1,2.5647008
1,3.507882
1,2.6466236
1,3.8456068
1,2.939333
0,1.9291042
0,2.8164127
0,2.3550203
1,2.3915987
1,2.1696308
1,2.3096642
1,2.7932386
0,2.1332786
1,2.5508916
0,2.3791366
1,2.9750638
1,2.026628
1,2.4730697
1,2.6219366
1,1.8381367
0,2.308049
0,1.6747905
1,2.3630254
1,2.9502203
1,2.2134457
1,2.1688428
0,1.6747905
1,1.6747905
1,2.3096642
1,1.8900927
1,2.0041416
0,2.3580055
0,2.3791366
0,1.6747905
1,2.989706
0,2.3580055
0,2.22137
1,2.5806472
0,2.3690543
0,1.8747762
1,2.9838908
1,2.6472216
1,3.2994418
0,2.8894632
0,2.3550205
1,3.0875897
0,2.7560134
1,2.3096642
0,1.7072538
1,2.3096642
1,1.9985774
1,3.926376
1,2.3053315
0,2.2973347
1,2.989892
0,2.0069697
1,2.541677
0,1.6747905
0,2.6741009
0,1.9174016
0,1.6747905
1,3.5675793
0,1.6747905
0,2.684311
0,2.6547482
0,2.4091823
0,2.2618566
0,2.6183536
1,2.338445
0,2.329464
1,2.7797403
0,2.767187
0,1.9280194
1,1.8779441
0,2.1422198
1,2.3096642
0,1.9013202
0,2.743586
0,2.4167376
0,2.036331
0,1.6747905
1,2.2684503
0,3.131125
0,2.6511393
0,2.3675492
0,1.6901453
1,2.1608474
0,1.6747905
0,2.0264206
1,2.3791366
1,2.9655693
0,2.2891083
0,1.6747905
0,2.694153
1,2.5848367
1,1.6747905
0,1.6747905
0,1.6747905
0,2.2150202
0,1.848635
1,2.3593748
1,2.0399323
0,2.6338775
0,2.642691
1,1.6747905
0,2.7293248
1,2.984165
1,2.858583
1,1.6747905
1,3.338252
1,2.4005048
0,2.4547403
0,1.9071355
0,1.980076
1,2.870396
0,2.663947
0,1.9957682
1,2.590641
0,1.6747905
1,2.8362985
1,2.8234556
0,2.8852797
1,2.5004401
1,1.6747905
0,2.1688085
0,2.2875726
0,3.1874661
1,2.039223
1,1.9350958
1,2.7137392
1,3.933412
0,3.151175
1,2.4321842
1,3.0579066
0,3.0092802
1,3.5985832
1,2.3580055
0,1.6747905
0,2.6037202
0,1.6747905
1,2.2401369
1,1.9281552
0,2.3791366
0,1.6747905
1,2.7623973
0,1.8339936
1,2.191334
1,3.3557253
1,2.448821
0,2.6132152
0,1.6747905
1,2.992483
1,2.2570107
1,2.8253052
0,2.5898998
1,3.2996778
1,3.2168398
0,1.8574579
0,1.6747905
1,1.918421
1,2.4809244
1,3.650613
0,2.1479695
1,2.2774143
0,2.2973347
0,2.2512941
1,2.5691948
0,1.923344
1,1.9029588
0,1.6747905
0,2.1187599
1,1.92324
0,2.49383
1,2.3542132
1,2.6055455
1,1.987738
1,2.0113254
0,2.5611951
1,3.2231326
1,2.8868017
0,1.6747905
1,2.2973347
1,2.1433609
0,2.5425305
1,1.6747905
0,2.0392563
0,1.8844211
1,2.5170507
0,1.6747905
1,2.2969313
1,2.3791366
0,2.3791366
0,2.2497494
1,2.715715
0,2.2605038
1,2.3624215
1,3.5138307
0,1.9242773
0,1.6747904
0,2.2973254
1,2.5309207
0,1.6747904
1,2.3096642
1,2.4750185
0,1.6747904
0,2.269148
0,1.6747904
1,2.2808867
1,2.9467402
1,2.2941387
1,2.3031418
0,2.3525941
0,1.9150149
1,2.2270005
1,2.356697
1,2.110303
0,1.9032261
0,1.6747904
1,3.0107107
1,2.8317966
