precision,recall
0.5225505443234837,1.0
0.5218068535825545,0.9970238095238095
0.5226209048361935,0.9970238095238095
0.5234375,0.9970238095238095
0.5242566510172144,0.9970238095238095
0.5235109717868338,0.9940476190476191
0.5243328100470958,0.9940476190476191
0.5251572327044025,0.9940476190476191
0.525984251968504,0.9940476190476191
0.526813880126183,0.9940476190476191
0.5276461295418642,0.9940476190476191
0.5284810126582279,0.9940476190476191
0.5293185419968305,0.9940476190476191
0.5301587301587302,0.9940476190476191
0.5310015898251192,0.9940476190476191
0.5318471337579618,0.9940476190476191
0.532695374800638,0.9940476190476191
0.5335463258785943,0.9940476190476191
0.5344,0.9940476190476191
0.5352564102564102,0.9940476190476191
0.536115569823435,0.9940476190476191
0.5369774919614148,0.9940476190476191
0.537842190016103,0.9940476190476191
0.5387096774193548,0.9940476190476191
0.5395799676898223,0.9940476190476191
0.540453074433657,0.9940476190476191
0.5413290113452188,0.9940476190476191
0.5422077922077922,0.9940476190476191
0.5430894308943089,0.9940476190476191
0.5439739413680782,0.9940476190476191
0.5448613376835236,0.9940476190476191
0.545751633986928,0.9940476190476191
0.546644844517185,0.9940476190476191
0.5475409836065573,0.9940476190476191
0.548440065681445,0.9940476190476191
0.5493421052631579,0.9940476190476191
0.5502471169686985,0.9940476190476191
0.5511551155115512,0.9940476190476191
0.5520661157024793,0.9940476190476191
0.5529801324503312,0.9940476190476191
0.5538971807628524,0.9940476190476191
0.553156146179402,0.9910714285714286
0.5540765391014975,0.9910714285714286
0.555,0.9910714285714286
0.5542570951585977,0.9880952380952381
0.5551839464882943,0.9880952380952381
0.5561139028475712,0.9880952380952381
0.5570469798657718,0.9880952380952381
0.5579831932773109,0.9880952380952381
0.5589225589225589,0.9880952380952381
0.5581787521079258,0.9851190476190477
0.5591216216216216,0.9851190476190477
0.560067681895093,0.9851190476190477
0.5610169491525424,0.9851190476190477
0.5619694397283531,0.9851190476190477
0.5629251700680272,0.9851190476190477
0.5638841567291312,0.9851190476190477
0.5648464163822525,0.9851190476190477
0.5658119658119658,0.9851190476190477
0.5667808219178082,0.9851190476190477
0.5677530017152659,0.9851190476190477
0.5687285223367697,0.9851190476190477
0.5697074010327022,0.9851190476190477
0.5706896551724138,0.9851190476190477
0.5716753022452504,0.9851190476190477
0.5709342560553633,0.9821428571428571
0.5719237435008665,0.9821428571428571
0.5729166666666666,0.9821428571428571
0.5739130434782609,0.9821428571428571
0.5749128919860628,0.9821428571428571
0.5759162303664922,0.9821428571428571
0.5751748251748252,0.9791666666666666
0.5761821366024519,0.9791666666666666
0.5771929824561404,0.9791666666666666
0.5782073813708261,0.9791666666666666
0.579225352112676,0.9791666666666666
0.5784832451499118,0.9761904761904762
0.5795053003533569,0.9761904761904762
0.5805309734513274,0.9761904761904762
0.5797872340425532,0.9732142857142857
0.5808170515097691,0.9732142857142857
0.5818505338078291,0.9732142857142857
0.5828877005347594,0.9732142857142857
0.5821428571428572,0.9702380952380952
0.5831842576028623,0.9702380952380952
0.5842293906810035,0.9702380952380952
0.585278276481149,0.9702380952380952
0.5845323741007195,0.9672619047619048
0.5855855855855856,0.9672619047619048
0.5866425992779783,0.9672619047619048
0.5858951175406871,0.9642857142857143
0.5869565217391305,0.9642857142857143
0.588021778584392,0.9642857142857143
0.5890909090909091,0.9642857142857143
0.5901639344262295,0.9642857142857143
0.5894160583941606,0.9613095238095238
0.5904936014625228,0.9613095238095238
0.5897435897435898,0.9583333333333334
0.5908256880733945,0.9583333333333334
0.5919117647058824,0.9583333333333334
0.5930018416206262,0.9583333333333334
0.5940959409594095,0.9583333333333334
0.5951940850277264,0.9583333333333334
0.5962962962962963,0.9583333333333334
0.5955473098330241,0.9553571428571429
0.5966542750929368,0.9553571428571429
0.5977653631284916,0.9553571428571429
0.5970149253731343,0.9523809523809523
0.5981308411214953,0.9523809523809523
0.5973782771535581,0.9494047619047619
0.5984990619136961,0.9494047619047619
0.5977443609022557,0.9464285714285714
0.5969868173258004,0.9434523809523809
0.5981132075471698,0.9434523809523809
0.5992438563327032,0.9434523809523809
0.5984848484848485,0.9404761904761905
0.5977229601518027,0.9375
0.596958174904943,0.9345238095238095
0.5980952380952381,0.9345238095238095
0.5973282442748091,0.9315476190476191
0.5965583173996176,0.9285714285714286
0.5977011494252874,0.9285714285714286
0.5988483685220729,0.9285714285714286
0.5980769230769231,0.9255952380952381
0.5992292870905588,0.9255952380952381
0.6003861003861004,0.9255952380952381
0.6015473887814313,0.9255952380952381
0.6027131782945736,0.9255952380952381
0.6038834951456311,0.9255952380952381
0.603112840466926,0.9226190476190477
0.6023391812865497,0.9196428571428571
0.6015625,0.9166666666666666
0.6007827788649707,0.9136904761904762
0.6019607843137255,0.9136904761904762
0.6011787819253438,0.9107142857142857
0.6023622047244095,0.9107142857142857
0.6035502958579881,0.9107142857142857
0.6027667984189723,0.9077380952380952
0.601980198019802,0.9047619047619048
0.6031746031746031,0.9047619047619048
0.6023856858846919,0.9017857142857143
0.603585657370518,0.9017857142857143
0.6027944111776448,0.8988095238095238
0.602,0.8958333333333334
0.6032064128256514,0.8958333333333334
0.6044176706827309,0.8958333333333334
0.6056338028169014,0.8958333333333334
0.6068548387096774,0.8958333333333334
0.6060606060606061,0.8928571428571429
0.6052631578947368,0.8898809523809523
0.6064908722109533,0.8898809523809523
0.6077235772357723,0.8898809523809523
0.6069246435845214,0.8869047619047619
0.6081632653061224,0.8869047619047619
0.6073619631901841,0.8839285714285714
0.6086065573770492,0.8839285714285714
0.6098562628336756,0.8839285714285714
0.6090534979423868,0.8809523809523809
0.6103092783505155,0.8809523809523809
0.6115702479338843,0.8809523809523809
0.6128364389233955,0.8809523809523809
0.6141078838174274,0.8809523809523809
0.6153846153846154,0.8809523809523809
0.6166666666666667,0.8809523809523809
0.6179540709812108,0.8809523809523809
0.6192468619246861,0.8809523809523809
0.6184486373165619,0.8779761904761905
0.6197478991596639,0.8779761904761905
0.6210526315789474,0.8779761904761905
0.620253164556962,0.875
0.6194503171247357,0.8720238095238095
0.6207627118644068,0.8720238095238095
0.6220806794055201,0.8720238095238095
0.6234042553191489,0.8720238095238095
0.6247334754797441,0.8720238095238095
0.6239316239316239,0.8690476190476191
0.6252676659528907,0.8690476190476191
0.6266094420600858,0.8690476190476191
0.6279569892473118,0.8690476190476191
0.6271551724137931,0.8660714285714286
0.6263498920086393,0.8630952380952381
0.6277056277056277,0.8630952380952381
0.6290672451193059,0.8630952380952381
0.6282608695652174,0.8601190476190477
0.6274509803921569,0.8571428571428571
0.6266375545851528,0.8541666666666666
0.6280087527352297,0.8541666666666666
0.6293859649122807,0.8541666666666666
0.6285714285714286,0.8511904761904762
0.6299559471365639,0.8511904761904762
0.6291390728476821,0.8482142857142857
0.6305309734513275,0.8482142857142857
0.6319290465631929,0.8482142857142857
0.6311111111111111,0.8452380952380952
0.6325167037861915,0.8452380952380952
0.6339285714285714,0.8452380952380952
0.6331096196868009,0.8422619047619048
0.6322869955156951,0.8392857142857143
0.6314606741573033,0.8363095238095238
0.6328828828828829,0.8363095238095238
0.6320541760722348,0.8333333333333334
0.6334841628959276,0.8333333333333334
0.6349206349206349,0.8333333333333334
0.6363636363636364,0.8333333333333334
0.6378132118451025,0.8333333333333334
0.639269406392694,0.8333333333333334
0.6407322654462243,0.8333333333333334
0.6399082568807339,0.8303571428571429
0.639080459770115,0.8273809523809523
0.6405529953917051,0.8273809523809523
0.6397228637413395,0.8244047619047619
0.6412037037037037,0.8244047619047619
0.642691415313225,0.8244047619047619
0.6441860465116279,0.8244047619047619
0.6433566433566433,0.8214285714285714
0.6448598130841121,0.8214285714285714
0.6463700234192038,0.8214285714285714
0.647887323943662,0.8214285714285714
0.6494117647058824,0.8214285714285714
0.6509433962264151,0.8214285714285714
0.6524822695035462,0.8214285714285714
0.6516587677725119,0.8184523809523809
0.6532066508313539,0.8184523809523809
0.6547619047619048,0.8184523809523809
0.6563245823389021,0.8184523809523809
0.6578947368421053,0.8184523809523809
0.6594724220623501,0.8184523809523809
0.6586538461538461,0.8154761904761905
0.6602409638554216,0.8154761904761905
0.6618357487922706,0.8154761904761905
0.6634382566585957,0.8154761904761905
0.6650485436893204,0.8154761904761905
0.6666666666666666,0.8154761904761905
0.6658536585365854,0.8125
0.6650366748166259,0.8095238095238095
0.6666666666666666,0.8095238095238095
0.6683046683046683,0.8095238095238095
0.6699507389162561,0.8095238095238095
0.671604938271605,0.8095238095238095
0.6707920792079208,0.8065476190476191
0.6724565756823822,0.8065476190476191
0.6741293532338308,0.8065476190476191
0.6758104738154613,0.8065476190476191
0.6775,0.8065476190476191
0.6791979949874687,0.8065476190476191
0.6809045226130653,0.8065476190476191
0.6801007556675063,0.8035714285714286
0.6792929292929293,0.8005952380952381
0.6810126582278481,0.8005952380952381
0.682741116751269,0.8005952380952381
0.6844783715012722,0.8005952380952381
0.6862244897959183,0.8005952380952381
0.6879795396419437,0.8005952380952381
0.6871794871794872,0.7976190476190477
0.6889460154241646,0.7976190476190477
0.6881443298969072,0.7946428571428571
0.6873385012919897,0.7916666666666666
0.689119170984456,0.7916666666666666
0.6909090909090909,0.7916666666666666
0.6901041666666666,0.7886904761904762
0.6919060052219321,0.7886904761904762
0.693717277486911,0.7886904761904762
0.6955380577427821,0.7886904761904762
0.6973684210526315,0.7886904761904762
0.6992084432717678,0.7886904761904762
0.701058201058201,0.7886904761904762
0.7029177718832891,0.7886904761904762
0.7047872340425532,0.7886904761904762
0.7066666666666667,0.7886904761904762
0.7058823529411765,0.7857142857142857
0.7050938337801609,0.7827380952380952
0.706989247311828,0.7827380952380952
